vid	yid	start	end	raw-text	tokenized-text	gloss	split
RzCLFyNbFTI-00:04:05.835-00:04:08.000	RzCLFyNbFTI	00:04:05.835	00:04:08.000	That's what we want.	that 's what we want		train
RzCLFyNbFTI-00:03:58.000-00:04:05.835	RzCLFyNbFTI	00:03:58.000	00:04:05.835	What we all want is not 99% but 100% access to all information in the world.	what we all want is not 99% but 100% access to all information in the world		train
NbOzUYY98bI-00:00:35.219-00:00:50.079	NbOzUYY98bI	00:00:35.219	00:00:50.079	Since this past summer, the NAD Board has been busy attending state association conferences and we have provided training and support as state associations go through a transition towards new leadership.	since this past summer the nad board has been busy attending state association conferences and we have provided training and support as state associations go through a transition towards new leadership		train
NbOzUYY98bI-00:07:56.300-00:07:59.540	NbOzUYY98bI	00:07:56.300	00:07:59.540	These are just a few updates so far.	these are just a few updates so far		train
NbOzUYY98bI-00:07:59.540-00:08:01.540	NbOzUYY98bI	00:07:59.540	00:08:01.540	There will be more information coming soon.	there will be more information coming soon		train
LEBG2JVIuJA-00:00:05.320-00:00:15.220	LEBG2JVIuJA	00:00:05.320	00:00:15.220	Families who think their deaf or hard of hearing child is having difficulty with remote education with either Synchronous and Asynchronous learning or are not getting equal and accessible information from their school -- this can be frustrating.	families who think their deaf or hard of hearing child is having difficulty with remote education with either synchronous and asynchronous learning or are not getting equal and accessible information from their school -- this can be frustrating		train
_GGnds1j594-00:02:07.662-00:02:11.818	_GGnds1j594	00:02:07.662	00:02:11.818	When I came back from YLC, I became President of the Jr. NAD chapter.	when i came back from ylc i became president of the jr. nad chapter		train
_GGnds1j594-00:01:59.935-00:02:07.662	_GGnds1j594	00:01:59.935	00:02:07.662	Junior year, I went to the Youth Leadership Camp (YLC) in 2000 in Oregon.	junior year i went to the youth leadership camp ylc in 2000 in oregon		train
_GGnds1j594-00:01:57.935-00:01:59.935	_GGnds1j594	00:01:57.935	00:01:59.935	Sophomore year, I was the secretary.	sophomore year i was the secretary		train
_GGnds1j594-00:01:56.219-00:01:57.935	_GGnds1j594	00:01:56.219	00:01:57.935	Freshman year, I was a member.	freshman year i was a member		train
_GGnds1j594-00:01:51.085-00:01:56.219	_GGnds1j594	00:01:51.085	00:01:56.219	I was a part of the Jr. NAD chapter at Madison High School.	i was a part of the jr. nad chapter at madison high school		train
_GGnds1j594-00:01:36.382-00:01:42.665	_GGnds1j594	00:01:36.382	00:01:42.665	I didn t go to college, I decided to enjoy life after high school.	i didn t go to college i decided to enjoy life after high school		train
_GGnds1j594-00:01:35.215-00:01:36.382	_GGnds1j594	00:01:35.215	00:01:36.382	And, college?	and college		train
_GGnds1j594-00:01:23.462-00:01:26.334	_GGnds1j594	00:01:23.462	00:01:26.334	I grew up in San Diego, California.	i grew up in san diego california		train
_GGnds1j594-00:01:06.587-00:01:15.209	_GGnds1j594	00:01:06.587	00:01:15.209	My name is Sherylynn Summer, I m an ASL teacher in Hawaii and I own an ASL teaching business.	my name is sherylynn summer i m an asl teacher in hawaii and i own an asl teaching business		train
_GGnds1j594-00:02:11.818-00:02:17.467	_GGnds1j594	00:02:11.818	00:02:17.467	It was a great experience and being president was a huge responsibility!	it was a great experience and being president was a huge responsibility		train
_GGnds1j594-00:00:59.136-00:01:02.645	_GGnds1j594	00:00:59.136	00:01:02.645	And this is what I ve been doing for the last nine years, it has grown tremendously!	and this is what i ve been doing for the last nine years it has grown tremendously		train
_GGnds1j594-00:00:42.694-00:00:46.786	_GGnds1j594	00:00:42.694	00:00:46.786	I invited anyone who wanted to learn.	i invited anyone who wanted to learn		train
_GGnds1j594-00:00:39.549-00:00:42.694	_GGnds1j594	00:00:39.549	00:00:42.694	I offered free classes at first.	i offered free classes at first		train
_GGnds1j594-00:00:36.695-00:00:39.549	_GGnds1j594	00:00:36.695	00:00:39.549	After I settled in, that s when I started this program.	after i settled in that s when i started this program		train
_GGnds1j594-00:00:18.871-00:00:25.786	_GGnds1j594	00:00:18.871	00:00:25.786	They told me to set up a beginners class, the idea intrigued me.	they told me to set up a beginners class the idea intrigued me		train
_GGnds1j594-00:00:14.586-00:00:18.871	_GGnds1j594	00:00:14.586	00:00:18.871	I didn t use instruction books because ASL was my first language, so I taught what I already knew.	i didn t use instruction books because asl was my first language so i taught what i already knew		train
_GGnds1j594-00:00:10.323-00:00:14.586	_GGnds1j594	00:00:10.323	00:00:14.586	I continued to teach because it was fun.	i continued to teach because it was fun		train
_GGnds1j594-00:00:03.774-00:00:10.323	_GGnds1j594	00:00:03.774	00:00:10.323	I had many friends who would ask me to teach them American Sign Language (ASL) and they d tell me I should become a teacher.	i had many friends who would ask me to teach them american sign language asl and they d tell me i should become a teacher		train
_GGnds1j594-00:00:00.083-00:00:03.774	_GGnds1j594	00:00:00.083	00:00:03.774	I grew up with sign language as my first language, really.	i grew up with sign language as my first language really		train
YS_tSEI6560-00:02:08.020-00:02:12.360	YS_tSEI6560	00:02:08.020	00:02:12.360	This is how the ADA applies to courtroom access.	this is how the ada applies to courtroom access		train
_GGnds1j594-00:00:53.027-00:00:59.136	_GGnds1j594	00:00:53.027	00:00:59.136	Then my program became official, with fees and all.	then my program became official with fees and all		train
YS_tSEI6560-00:01:50.219-00:02:06.519	YS_tSEI6560	00:01:50.219	00:02:06.519	The NAD successfully fought in Kentucky for a deaf lawyer's right to have an interpreter for her court appearances.	the nad successfully fought in kentucky for a deaf lawyer 's right to have an interpreter for her court appearances		train
_GGnds1j594-00:02:17.467-00:02:25.503	_GGnds1j594	00:02:17.467	00:02:25.503	I saw a transformation in myself from being quiet to becoming the president -- I really didn t think I would ever become the Jr. NAD President if not for YLC!	i saw a transformation in myself from being quiet to becoming the president -- i really didn t think i would ever become the jr. nad president if not for ylc		train
_GGnds1j594-00:02:40.175-00:02:44.443	_GGnds1j594	00:02:40.175	00:02:44.443	This program isn t simply just teaching ASL.	this program isn t simply just teaching asl		train
oLFJ3DcVAAY-00:01:06.000-00:01:15.000	oLFJ3DcVAAY	00:01:06.000	00:01:15.000	We look forward to working with the FCC, focusing on the principles necessary to achieve functional equivalency.	we look forward to working with the fcc focusing on the principles necessary to achieve functional equivalency		train
oLFJ3DcVAAY-00:00:38.000-00:01:05.000	oLFJ3DcVAAY	00:00:38.000	00:01:05.000	We were pleased to learn that the FCC will soon provide an opportunity to begin a comprehensive review of VRS before setting new rates starting in July 2011 which we understand will be a multiple year rate.	we were pleased to learn that the fcc will soon provide an opportunity to begin a comprehensive review of vrs before setting new rates starting in july 2011 which we understand will be a multiple year rate		train
oLFJ3DcVAAY-00:00:06.000-00:00:36.000	oLFJ3DcVAAY	00:00:06.000	00:00:36.000	We met with the FCC on May 11th and told the FCC to adopt VRS rates that will ensure the continued delivery of high quality VRS and not put advancement towards functional equivalency on  hold  for a year.	we met with the fcc on may 11th and told the fcc to adopt vrs rates that will ensure the continued delivery of high quality vrs and not put advancement towards functional equivalency on hold for a year		train
_GGnds1j594-00:04:54.230-00:05:00.413	_GGnds1j594	00:04:54.230	00:05:00.413	I didn t expect to become an ASL teacher, but it has changed my life!	i didn t expect to become an asl teacher but it has changed my life		train
_GGnds1j594-00:04:41.211-00:04:42.353	_GGnds1j594	00:04:41.211	00:04:42.353	This is the norm!	this is the norm		train
_GGnds1j594-00:04:27.343-00:04:41.211	_GGnds1j594	00:04:27.343	00:04:41.211	Sometimes programs at colleges and schools don t require deaf teachers -- unfortunately programs offered on YouTube, Instagram and Facebook are mostly taught by hearing people.	sometimes programs at colleges and schools don t require deaf teachers -- unfortunately programs offered on youtube instagram and facebook are mostly taught by hearing people		train
_GGnds1j594-00:04:20.000-00:04:27.343	_GGnds1j594	00:04:20.000	00:04:27.343	Students gain so much more when their ASL teacher is deaf.	students gain so much more when their asl teacher is deaf		train
_GGnds1j594-00:04:08.721-00:04:13.266	_GGnds1j594	00:04:08.721	00:04:13.266	It s easy to become too comfortable with your deaf peers, I wanted to explore the hearing community too.	it s easy to become too comfortable with your deaf peers i wanted to explore the hearing community too		train
_GGnds1j594-00:04:06.028-00:04:08.721	_GGnds1j594	00:04:06.028	00:04:08.721	I also got involved in the hearing community.	i also got involved in the hearing community		train
_GGnds1j594-00:02:34.305-00:02:40.175	_GGnds1j594	00:02:34.305	00:02:40.175	I teach a program for students who want to learn and for people who cannot speak.	i teach a program for students who want to learn and for people who can not speak		train
_GGnds1j594-00:03:58.286-00:04:02.920	_GGnds1j594	00:03:58.286	00:04:02.920	There were different signing styles, different experiences, and different perspectives.	there were different signing styles different experiences and different perspectives		train
_GGnds1j594-00:03:42.530-00:03:48.051	_GGnds1j594	00:03:42.530	00:03:48.051	I also learned how to be myself, what I could do and started believing that I can do things!	i also learned how to be myself what i could do and started believing that i can do things		train
_GGnds1j594-00:03:38.109-00:03:42.530	_GGnds1j594	00:03:38.109	00:03:42.530	I learned how to be a leader.	i learned how to be a leader		train
_GGnds1j594-00:03:31.507-00:03:38.109	_GGnds1j594	00:03:31.507	00:03:38.109	Then I arrived at YLC and it was one month that gave me an overwhelming experience.	then i arrived at ylc and it was one month that gave me an overwhelming experience		train
_GGnds1j594-00:03:27.336-00:03:31.507	_GGnds1j594	00:03:27.336	00:03:31.507	Before YLC, I was pretty quiet.	before ylc i was pretty quiet		train
_GGnds1j594-00:03:24.389-00:03:27.336	_GGnds1j594	00:03:24.389	00:03:27.336	When I was a Junior, they told me to go to YLC.	when i was a junior they told me to go to ylc		train
_GGnds1j594-00:03:05.949-00:03:24.389	_GGnds1j594	00:03:05.949	00:03:24.389	Well, I was shy and quiet, I barely talked - until I got involved with Jr. NAD in High School!	well i was shy and quiet i barely talked until i got involved with jr. nad in high school		train
_GGnds1j594-00:03:04.411-00:03:05.949	_GGnds1j594	00:03:04.411	00:03:05.949	Now, how did it all start?	now how did it all start		train
_GGnds1j594-00:02:54.074-00:02:59.325	_GGnds1j594	00:02:54.074	00:02:59.325	My program includes a lot of one on one opportunities where I often follow their pace.	my program includes a lot of one on one opportunities where i often follow their pace		train
_GGnds1j594-00:02:44.443-00:02:54.074	_GGnds1j594	00:02:44.443	00:02:54.074	I also provide an option for homeschool students who do not go to a public school -- they can take my ASL class.	i also provide an option for homeschool students who do not go to a public school -- they can take my asl class		train
_GGnds1j594-00:03:48.051-00:03:58.286	_GGnds1j594	00:03:48.051	00:03:58.286	It was nice to break out of my usual circle of friends and meet other deaf people from across the country.	it was nice to break out of my usual circle of friends and meet other deaf people from across the country		train
RzCLFyNbFTI-00:00:37.000-00:00:48.000	RzCLFyNbFTI	00:00:37.000	00:00:48.000	The Senators also read written testimony from our third witness, Academy Award Winning Actress and NAD Celebrity Spokesperson, Marlee Matlin.	the senators also read written testimony from our third witness academy award winning actress and nad celebrity spokesperson marlee matlin		train
YS_tSEI6560-00:01:48.439-00:01:49.680	YS_tSEI6560	00:01:48.439	00:01:49.680	Nope!	nope		train
YS_tSEI6560-00:01:31.920-00:01:40.219	YS_tSEI6560	00:01:31.920	00:01:40.219	The county agreed to adopt a new policy of providing equal access for all deaf and hard of hearing participants.	the county agreed to adopt a new policy of providing equal access for all deaf and hard of hearing participants		train
LEBG2JVIuJA-00:01:44.379-00:01:57.120	LEBG2JVIuJA	00:01:44.379	00:01:57.120	If you believe more accommodations such as an interpreter or captioning are needed, more than what is provided by the school (regardless of having an IEP,  504 plan, or none), you can still request those accommodations at any time from your child s school for yourself or your child.	if you believe more accommodations such as an interpreter or captioning are needed more than what is provided by the school regardless of having an iep 504 plan or none you can still request those accommodations at any time from your child s school for yourself or your child		train
LEBG2JVIuJA-00:01:38.459-00:01:44.379	LEBG2JVIuJA	00:01:38.459	00:01:44.379	If you feel that the steps taken were not successful, you can request ADA accommodations directly from the school.	if you feel that the steps taken were not successful you can request ada accommodations directly from the school		train
LEBG2JVIuJA-00:01:29.939-00:01:37.840	LEBG2JVIuJA	00:01:29.939	00:01:37.840	Use the free Parent Advocacy App to help prepare for the meeting.	use the free parent advocacy app to help prepare for the meeting		train
LEBG2JVIuJA-00:01:20.599-00:01:29.939	LEBG2JVIuJA	00:01:20.599	00:01:29.939	Or if you have a Section 504 plan, you can also ask for a 504 meeting earlier to discuss accommodations and increased support for your child.	or if you have a section 504 plan you can also ask for a 504 meeting earlier to discuss accommodations and increased support for your child		train
LEBG2JVIuJA-00:01:15.060-00:01:20.599	LEBG2JVIuJA	00:01:15.060	00:01:20.599	At the meeting, you can discuss your concerns and adjustments needed to make sure your child receives the appropriate accommodations during remote education.	at the meeting you can discuss your concerns and adjustments needed to make sure your child receives the appropriate accommodations during remote education		train
LEBG2JVIuJA-00:01:11.319-00:01:15.060	LEBG2JVIuJA	00:01:11.319	00:01:15.060	You do not have to wait for your next IEP meeting.	you do not have to wait for your next iep meeting		train
LEBG2JVIuJA-00:01:07.239-00:01:11.319	LEBG2JVIuJA	00:01:07.239	00:01:11.319	If no one at the school will help you with the remote learning for your deaf or hard of hearing child, you can request an immediate IEP amendment meeting.	if no one at the school will help you with the remote learning for your deaf or hard of hearing child you can request an immediate iep amendment meeting		train
LEBG2JVIuJA-00:01:02.659-00:01:07.239	LEBG2JVIuJA	00:01:02.659	00:01:07.239	Ask them to work with you to make sure you and your child get the accommodations and services needed.	ask them to work with you to make sure you and your child get the accommodations and services needed		train
LEBG2JVIuJA-00:00:53.659-00:01:02.659	LEBG2JVIuJA	00:00:53.659	00:01:02.659	Talk with the principal or superintendent of the school, and explain that you or your child is not able to learn or understand what s happening.	talk with the principal or superintendent of the school and explain that you or your child is not able to learn or understand what s happening		train
LEBG2JVIuJA-00:01:57.120-00:02:10.080	LEBG2JVIuJA	00:01:57.120	00:02:10.080	If all else fails, you can file a complaint either by yourself through the U.S. Department of Education or U.S. Department of Justice or hire a lawyer to file a complaint in court.	if all else fails you can file a complaint either by yourself through the u.s. department of education or u.s. department of justice or hire a lawyer to file a complaint in court		train
LEBG2JVIuJA-00:00:52.039-00:00:53.659	LEBG2JVIuJA	00:00:52.039	00:00:53.659	If the situation is not resolved, take the next step.	if the situation is not resolved take the next step		train
LEBG2JVIuJA-00:00:47.039-00:00:49.659	LEBG2JVIuJA	00:00:47.039	00:00:49.659	Share your concern that you or your child are not receiving accommodations.	share your concern that you or your child are not receiving accommodations		train
LEBG2JVIuJA-00:00:38.740-00:00:47.039	LEBG2JVIuJA	00:00:38.740	00:00:47.039	Talk with whoever is responsible at your child s school for hiring interpreters, or for coordinating captioning and other support services.	talk with whoever is responsible at your child s school for hiring interpreters or for coordinating captioning and other support services		train
LEBG2JVIuJA-00:00:37.679-00:00:38.740	LEBG2JVIuJA	00:00:37.679	00:00:38.740	However, if the situation is not resolved, take the next step.	however if the situation is not resolved take the next step		train
LEBG2JVIuJA-00:00:36.240-00:00:37.679	LEBG2JVIuJA	00:00:36.240	00:00:37.679	If that step works, then great!	if that step works then great		train
LEBG2JVIuJA-00:00:28.199-00:00:36.240	LEBG2JVIuJA	00:00:28.199	00:00:36.240	If your child needs more services for remote education than was used in the classroom, you can still ask for any additional service(s) necessary for your child to understand and participate along with their classmates.	if your child needs more services for remote education than was used in the classroom you can still ask for any additional service(s necessary for your child to understand and participate along with their classmates		train
LEBG2JVIuJA-00:00:24.600-00:00:28.199	LEBG2JVIuJA	00:00:24.600	00:00:28.199	The first suggestion would be to communicate with your child s teacher.	the first suggestion would be to communicate with your child s teacher		train
LEBG2JVIuJA-00:00:21.399-00:00:24.600	LEBG2JVIuJA	00:00:21.399	00:00:24.600	Extra steps might not be needed or your situation might be resolved with fewer steps.	extra steps might not be needed or your situation might be resolved with fewer steps		train
LEBG2JVIuJA-00:00:18.519-00:00:21.399	LEBG2JVIuJA	00:00:18.519	00:00:21.399	If a step does not work, try the next step.	if a step does not work try the next step		train
LEBG2JVIuJA-00:00:15.220-00:00:18.519	LEBG2JVIuJA	00:00:15.220	00:00:18.519	You can take the following steps to resolve the issue(s).	you can take the following steps to resolve the issue(s		train
LEBG2JVIuJA-00:00:49.659-00:00:52.039	LEBG2JVIuJA	00:00:49.659	00:00:52.039	If that works, then great!	if that works then great		train
YS_tSEI6560-00:01:41.900-00:01:47.819	YS_tSEI6560	00:01:41.900	00:01:47.819	Here is an interesting fact:  do you think deaf lawyers can easily always get interpreters?	here is an interesting fact do you think deaf lawyers can easily always get interpreters		train
LEBG2JVIuJA-00:02:10.080-00:02:14.919	LEBG2JVIuJA	00:02:10.080	00:02:14.919	This will ensure that the school realizes they must make accommodations for your deaf or hard of hearing child or for yourself.	this will ensure that the school realizes they must make accommodations for your deaf or hard of hearing child or for yourself		train
uwlcMEwqOhE-00:00:09.279-00:00:11.240	uwlcMEwqOhE	00:00:09.279	00:00:11.240	The simple answer is, YES!	the simple answer is yes		train
YS_tSEI6560-00:01:25.099-00:01:30.540	YS_tSEI6560	00:01:25.099	00:01:30.540	For example, the NAD successfully reached a settlement with a county in Texas.	for example the nad successfully reached a settlement with a county in texas		train
YS_tSEI6560-00:01:19.439-00:01:24.959	YS_tSEI6560	00:01:19.439	00:01:24.959	For many years, the NAD has fought for access to the courtrooms.	for many years the nad has fought for access to the courtrooms		train
YS_tSEI6560-00:01:05.120-00:01:17.900	YS_tSEI6560	00:01:05.120	00:01:17.900	These services must be provided to the accused, the plaintiff, the defendant, a juror or anyone in the audience who is deaf or hard of hearing.	these services must be provided to the accused the plaintiff the defendant a juror or anyone in the audience who is deaf or hard of hearing		train
YS_tSEI6560-00:00:59.299-00:01:03.619	YS_tSEI6560	00:00:59.299	00:01:03.619	For example, qualified interpreters, CART, or captioning.	for example qualified interpreters cart or captioning		train
YS_tSEI6560-00:00:52.299-00:00:59.179	YS_tSEI6560	00:00:52.299	00:00:59.179	The ADA requires courts to provide access to different types of services or equipment.	the ada requires courts to provide access to different types of services or equipment		train
YS_tSEI6560-00:00:42.439-00:00:51.240	YS_tSEI6560	00:00:42.439	00:00:51.240	The ADA does not apply to Federal courts but Federal Courts have separate Federal Court policy.	the ada does not apply to federal courts but federal courts have separate federal court policy		train
YS_tSEI6560-00:00:37.700-00:00:41.560	YS_tSEI6560	00:00:37.700	00:00:41.560	Criminal suits are offenses against the state.	criminal suits are offenses against the state		train
YS_tSEI6560-00:00:33.700-00:00:37.380	YS_tSEI6560	00:00:33.700	00:00:37.380	Civil suits involve private disputes between persons or organizations.	civil suits involve private disputes between persons or organizations		train
YS_tSEI6560-00:00:18.100-00:00:33.079	YS_tSEI6560	00:00:18.100	00:00:33.079	ADA's Title II applies to all courtroom proceedings in state and local courts, and in civil and criminal proceedings.	ada 's title ii applies to all courtroom proceedings in state and local courts and in civil and criminal proceedings		train
uwlcMEwqOhE-00:00:01.899-00:00:09.099	uwlcMEwqOhE	00:00:01.899	00:00:09.099	A lot of us have been wondering... Is venturing into the outdoors safe, during the quarantine or stay at home restrictions?	a lot of us have been wondering ... is venturing into the outdoors safe during the quarantine or stay at home restrictions		train
YS_tSEI6560-00:00:12.839-00:00:17.399	YS_tSEI6560	00:00:12.839	00:00:17.399	It means that when we go to court, we are able to communicate.	it means that when we go to court we are able to communicate		train
YS_tSEI6560-00:00:05.459-00:00:09.779	YS_tSEI6560	00:00:05.459	00:00:09.779	Access to justice is an important human right.	access to justice is an important human right		train
uwlcMEwqOhE-00:00:55.820-00:00:58.759	uwlcMEwqOhE	00:00:55.820	00:00:58.759	Stay home, recover and when you are better than you can go back to going outside.	stay home recover and when you are better than you can go back to going outside		train
uwlcMEwqOhE-00:00:41.600-00:00:50.140	uwlcMEwqOhE	00:00:41.600	00:00:50.140	Another important safety guideline is to stay 6 ft away from others at all times and only venture outside with people from your household.	another important safety guideline is to stay 6 ft away from others at all times and only venture outside with people from your household		train
uwlcMEwqOhE-00:00:30.199-00:00:41.600	uwlcMEwqOhE	00:00:30.199	00:00:41.600	"Instead this is the time for staying local, in your neighborhood maybe exploring your city, going some urban ""hiking"" or finding local green spaces with fewer visitors and hiking there."	instead this is the time for staying local in your neighborhood maybe exploring your city going some urban hiking or finding local green spaces with fewer visitors and hiking there		train
uwlcMEwqOhE-00:00:24.640-00:00:30.199	uwlcMEwqOhE	00:00:24.640	00:00:30.199	This is not the time for an epic outdoor, backpacking, camping adventure.	this is not the time for an epic outdoor backpacking camping adventure		train
uwlcMEwqOhE-00:00:21.739-00:00:23.699	uwlcMEwqOhE	00:00:21.739	00:00:23.699	What does  doing it safely  look like?	what does doing it safely look like		train
uwlcMEwqOhE-00:00:19.620-00:00:21.739	uwlcMEwqOhE	00:00:19.620	00:00:21.739	But it is also really important that we are doing it safely.	but it is also really important that we are doing it safely		train
uwlcMEwqOhE-00:00:14.980-00:00:19.620	uwlcMEwqOhE	00:00:14.980	00:00:19.620	So, it's really important to continue getting outside, getting fresh air and be in nature!	so it 's really important to continue getting outside getting fresh air and be in nature		train
uwlcMEwqOhE-00:00:11.240-00:00:14.980	uwlcMEwqOhE	00:00:11.240	00:00:14.980	The outdoors is good for our mental and physical health!	the outdoors is good for our mental and physical health		train
YS_tSEI6560-00:00:09.779-00:00:12.839	YS_tSEI6560	00:00:09.779	00:00:12.839	What does justice mean for us?	what does justice mean for us		train
RzCLFyNbFTI-00:00:09.173-00:00:37.000	RzCLFyNbFTI	00:00:09.173	00:00:37.000	"3101 Bill: the Senate bill called ""Equal Access to 21st Century Communications Act"" (S. 3304) Last Wednesday on May 26, Bobbie Beth Scoggins, NAD President, and Russell Harvard a deaf actor, testified before the Senate Subcommittee on Communications, Technology, and the Internet in support of the Senate bill."	3101 bill the senate bill called equal access to 21st century communications act s. 3304 last wednesday on may 26 bobbie beth scoggins nad president and russell harvard a deaf actor testified before the senate subcommittee on communications, technology and the internet in support of the senate bill		train
RzCLFyNbFTI-00:00:04.887-00:00:09.173	RzCLFyNbFTI	00:00:04.887	00:00:09.173	Recently the Senate just introduced a version of the H.R.	recently the senate just introduced a version of the h.r.		train
RzCLFyNbFTI-00:00:04.000-00:00:04.887	RzCLFyNbFTI	00:00:04.000	00:00:04.887	Hello again!	hello again		train
EDlQOtl4fW8-00:05:45.660-00:05:48.879	EDlQOtl4fW8	00:05:45.660	00:05:48.879	Will there be any potential revenue with this proposal?	will there be any potential revenue with this proposal		train
EDlQOtl4fW8-00:05:43.555-00:05:45.660	EDlQOtl4fW8	00:05:43.555	00:05:45.660	Those are some examples.	those are some examples		train
EDlQOtl4fW8-00:05:38.759-00:05:43.555	EDlQOtl4fW8	00:05:38.759	00:05:43.555	Will a committee need to convene to work on the proposal?	will a committee need to convene to work on the proposal		train
EDlQOtl4fW8-00:05:36.778-00:05:38.759	EDlQOtl4fW8	00:05:36.778	00:05:38.759	Are there travel costs?	are there travel costs		train
EDlQOtl4fW8-00:05:32.160-00:05:36.778	EDlQOtl4fW8	00:05:32.160	00:05:36.778	Will it be outsourced with a professional to work on it?	will it be outsourced with a professional to work on it		train
EDlQOtl4fW8-00:05:26.884-00:05:32.160	EDlQOtl4fW8	00:05:26.884	00:05:32.160	Will it require funding to pay for staffing to work on this proposal?	will it require funding to pay for staffing to work on this proposal		train
EDlQOtl4fW8-00:05:23.720-00:05:26.884	EDlQOtl4fW8	00:05:23.720	00:05:26.884	Are there costs involved in your proposal?	are there costs involved in your proposal		train
EDlQOtl4fW8-00:05:19.718-00:05:23.720	EDlQOtl4fW8	00:05:19.718	00:05:23.720	What fiscal impact does this proposal entail?	what fiscal impact does this proposal entail		train
EDlQOtl4fW8-00:05:16.240-00:05:19.718	EDlQOtl4fW8	00:05:16.240	00:05:19.718	The last component is the fiscal impact.	the last component is the fiscal impact		train
EDlQOtl4fW8-00:05:48.879-00:05:55.040	EDlQOtl4fW8	00:05:48.879	00:05:55.040	Those are the components you will need to include in your proposal.	those are the components you will need to include in your proposal		train
EDlQOtl4fW8-00:04:51.403-00:05:07.699	EDlQOtl4fW8	00:04:51.403	00:05:07.699	This is where you can explain why this issue is important, and why members at the forum should vote upon it to be carried into COR, and why delegates at COR should vote upon it as a top priority for the NAD Board to work upon.	this is where you can explain why this issue is important and why members at the forum should vote upon it to be carried into cor and why delegates at cor should vote upon it as a top priority for the nad board to work upon		train
EDlQOtl4fW8-00:04:43.519-00:04:47.879	EDlQOtl4fW8	00:04:43.519	00:04:47.879	It is basically an idea of what you think should be done to address the issue.	it is basically an idea of what you think should be done to address the issue		train
EDlQOtl4fW8-00:04:28.500-00:04:43.519	EDlQOtl4fW8	00:04:28.500	00:04:43.519	The third component is focused on what do you want to be done to address the issue, whether it will resolve the issue or not, or a position statement to support our community regarding the issue.	the third component is focused on what do you want to be done to address the issue whether it will resolve the issue or not or a position statement to support our community regarding the issue		train
EDlQOtl4fW8-00:04:15.881-00:04:18.778	EDlQOtl4fW8	00:04:15.881	00:04:18.778	It will be used to refer to the proposal itself.	it will be used to refer to the proposal itself		train
EDlQOtl4fW8-00:04:11.860-00:04:15.881	EDlQOtl4fW8	00:04:11.860	00:04:15.881	The first component is the title, which is the name of the proposal.	the first component is the title which is the name of the proposal		train
EDlQOtl4fW8-00:04:03.479-00:04:10.560	EDlQOtl4fW8	00:04:03.479	00:04:10.560	There are five (5) components to the proposal.	there are five 5 components to the proposal		train
EDlQOtl4fW8-00:03:47.699-00:04:00.219	EDlQOtl4fW8	00:03:47.699	00:04:00.219	If you are unable to attend the conference, ask someone whom you know will be attending to speak on your behalf in answering questions regarding your proposal.	if you are unable to attend the conference ask someone whom you know will be attending to speak on your behalf in answering questions regarding your proposal		train
EDlQOtl4fW8-00:03:40.960-00:03:47.699	EDlQOtl4fW8	00:03:40.960	00:03:47.699	As an author, you will be responsible for keeping track of the progress of your proposed priority.	as an author you will be responsible for keeping track of the progress of your proposed priority		train
EDlQOtl4fW8-00:03:36.740-00:03:40.120	EDlQOtl4fW8	00:03:36.740	00:03:40.120	COR will then review the proposed priorities and vote on the top priorities.	cor will then review the proposed priorities and vote on the top priorities		train
EDlQOtl4fW8-00:03:26.240-00:03:36.740	EDlQOtl4fW8	00:03:26.240	00:03:36.740	At the conference, there will be a forum for members to deliberate the proposed priorities in which will be narrowed down to the top picks and sent off to the Council of Representatives (COR).	at the conference there will be a forum for members to deliberate the proposed priorities in which will be narrowed down to the top picks and sent off to the council of representatives cor		train
EDlQOtl4fW8-00:04:48.920-00:04:51.403	EDlQOtl4fW8	00:04:48.920	00:04:51.403	The fourth component is the rationale.	the fourth component is the rationale		train
EDlQOtl4fW8-00:03:16.979-00:03:26.240	EDlQOtl4fW8	00:03:16.979	00:03:26.240	The proposed priorities will be distributed to State Associations, Affiliates, and NAD members prior to the conference for their review.	the proposed priorities will be distributed to state associations affiliates and nad members prior to the conference for their review		train
EDlQOtl4fW8-00:05:57.660-00:06:03.439	EDlQOtl4fW8	00:05:57.660	00:06:03.439	Keep in mind of the three C s as you work on your proposal.	keep in mind of the three c s as you work on your proposal		train
EDlQOtl4fW8-00:06:08.480-00:06:21.740	EDlQOtl4fW8	00:06:08.480	00:06:21.740	As you review your proposal, remember the three C s and make sure it is concise, clear and complete.	as you review your proposal remember the three c s and make sure it is concise clear and complete		train
H7nga4_DWtE-00:00:58.380-00:01:06.840	H7nga4_DWtE	00:00:58.380	00:01:06.840	Oftentimes I meet Deaf people from other countries and am amazed at how we easily connect even through our different sign languages, because of our common ground of Deaf Culture and Deaf Identity.	oftentimes i meet deaf people from other countries and am amazed at how we easily connect even through our different sign languages because of our common ground of deaf culture and deaf identity		train
H7nga4_DWtE-00:00:52.560-00:00:58.380	H7nga4_DWtE	00:00:52.560	00:00:58.380	Sign language is a huge and valuable part of Deaf people and the Deaf Community.	sign language is a huge and valuable part of deaf people and the deaf community		train
H7nga4_DWtE-00:00:21.199-00:00:27.980	H7nga4_DWtE	00:00:21.199	00:00:27.980	Sign language is a language with structure, rules, and usage   just like spoken languages.	sign language is a language with structure rules and usage just like spoken languages		train
